text,label
allowed randomise allocation prizes,82
sign credit certification,1172
apply staff credit card,514
ive got new hire need complete mandatory trainings,1193
regularize back dated leave system,539
download software,191
kind securities subject holding period requirement,266
iflex foreign exchange,411
devconnect url,60
bank put debit current account ,476
enrol newborn medical insurance coverage provided dbs,565
laptop enough space,141
access onedrive c drive,595
pitstop online ticket link pls,226
cant access outlook bankid,632
staff receive additional interest dbs multiplier account,522
toner request,1014
laptop connecting lan connection,797
premium dedn pay,591
cannot connect vpn,40
would like apply credit card,514
much orso get upon resignation,904
pit stop queue pls,226
trade preclearance validity ,272
medical appointment,576
delete distribution list,22
access room booking,598
applied onebankid reset colleague attended days,36
setting teams mobile,761
install jdbc driver,65
requirement trade sgx listed securities dbs bank channels ,265
unable tolaunch ppt,606
notice period senior associate,805
hi change drive f z tried pressing windows x button nothing comes,718
wireless working,798
iflex platforms,410
lan cable working,797
ive changed contact,1114
difficulty link,136
cannot log mobile blackberry work,754
raise request pitstop,226
steps getting new joiner,823
apply lotus notes account,54
tried look website dont know,234
obtain bankid pw new hire onboards today im unable locate direct report aim,825
business travel required provide ge,361
usb mouse working,250
approach manager start conversation ecomp letter,116
download systems,191
update myskills,964
home base sleep test equipment amount claimed via iflex,423
long nice voice recordings available,1228
handphone refresh,243
anytime feedback available certain rank,949
letter renew ep,1124
fell sick holiday mc issued doctor overseas acceptable,576
cannot access mcafee,293
take away hubby info,1115
c drive almost full,168
tell month,840
apply staff housing loan,516
show ge register,360
install new printer,1013
sanctioned person,1068
availability ms stream,601
manager leave delegation,928
tm agreements protocol covered documents,405
create password zip folder,161
connectivity app china appstore,744
ishare seem dbs giving monthly contribution wish check understanding correct,1101
ibor fallback protocol take effect,404
viewing document version history sharepoint,735
issues logging recruiting hub,471
part time employee choose timings,337
kindly advise record half day compliance hours full day course,1194
calculate annual leave proration ,551
cant software centre,239
drive permissions,723
decommission lap top,143
dropbox document,2
log imex,66
check status medical claim pls submitted,577
cant edit documents team site,603
transfer request certain ranks,470
ti,858
pentest request form,292
must complete sanctions questionnaire entity,1061
would like know medical coverage claim eligibility,575
view bir report incident,78
update emergency contact people hub,936
tell ways collect higher ihealth rewards,432
outlook always getting disconnected,696
samples give feedbacks,995
remove application software,248
find biz hr,370
cant access internet,12
adjustment brightness screen,232
mobile email devices,769
reasons adhere ibor fallbacks protocol,409
internal careers site,468
think colleague thief,478
cisco desk phone unmute,1220
need seek preclearance trades executed joint accounts daughter,268
know laptop refreshed,243
book meeting room,598
next step customers refuse sign sanctions certification form,1033
also bank policy cannot take leave till trial period etc take leave anytime subject manager approval,540
follow ms teams channel,736
download udma control checklist,1201
 update access matrix application uams,47
functional mailbox permoission,719
incurred ge sgd,349
new hire cannot give itq points,529
additional accident coverage,575
get gratuity end contract,854
zoom banned dbs,77
enable teams meeting option outlook,690
requirements patents,452
trade securities pip blackout ,261
restrictions kind gifts entertainment,359
access citrix receiver see icons however unable open access icon prompted file download,66
theres change home address update hr records,1114
sign fallback protocol,409
access onedrive application,595
join dbs staff promo,512
take part dbs staff interest gift promo,512
issue internet explorer,134
view compensation details,110
contingent workforce budget requisitions,279
spouse joint savings account tag staff spouse left bank account untagged please tag account still staff bank,505
north korea transactions allowed,1077
ms teams mobile,761
ems web link,60
ask options prefer job roles rather one offered,342
check machine due refresh,243
ot allowance paid salary,907
embark chaos engineering journey,94
update emergency contact,1114
computer unable connect network,796
update spouse,1115
link iservice,379
replacement class incomplete training,1143
chinese medecine claimed ,572
tm agreements protocol covered documents,405
tell iraq sanctioned country,1028
add remove members dl refreshed immediately,6
bonus pay computation,899
tell steps claiming iflex,417
staff monetary authority singapore called,485
find unacceptable gifts entertainment,359
lexmark print,1007
get facebook access,0
orso vested amount,904
maximum amount gifts entertainment,349
baby bonus,569
kensington lock problem,195
withdraw gratuity amount ,854
know get claim,587
transfer policy,467
