,utterance,pred_idx,pred_values
2578,exam fee professional affiliation fee,150,leave.leave_guidelines
2579,sell share,150,leave.leave_guidelines
2580,gift staff new born,150,leave.leave_guidelines
2581,any lieu,150,leave.leave_guidelines
2582,loan enquiry,150,leave.leave_guidelines
2583,tuition fee loan,150,leave.leave_guidelines
2584,dash employee share,150,leave.leave_guidelines
2585,pipe policy,150,leave.leave_guidelines
2586,overall rating,150,leave.leave_guidelines
2587,submit yearend review,150,leave.leave_guidelines
2588,get error people hub,150,leave.leave_guidelines
2589,get error putting recruitment request people hub,150,leave.leave_guidelines
2590,need assistance medical insurance,150,leave.leave_guidelines
2591,eat office,150,leave.leave_guidelines
2592,delegate leave approval people hub,150,leave.leave_guidelines
2593,82720 406 pm jeff chun hung lin apply leave,150,leave.leave_guidelines
2594,investment proof got rejected,150,leave.leave_guidelines
2595,value proposition workflow stakeholder involved db tech provider issuer etc incl ip data customer ownership etc similar n fix aspect session whats value prop owns whats agreement tech provider key stakeholder workflow,150,leave.leave_guidelines
2596,gift staff,150,leave.leave_guidelines
2597,payroll calculator,150,leave.leave_guidelines
2598,doubt regarding taking leaf notice period policy taking leaf notice period eligibility affect notice period timeline,150,leave.leave_guidelines
2599,officer locker,150,leave.leave_guidelines
2600,access lobby,150,leave.leave_guidelines
2601,chinese new year,150,leave.leave_guidelines
2602,transport allowance vp,150,leave.leave_guidelines
2603,choose yee kee,150,leave.leave_guidelines
2604,sara chan,150,leave.leave_guidelines
2605,gion,150,leave.leave_guidelines
2606,derek go,150,leave.leave_guidelines
2607,co,150,leave.leave_guidelines
2608,sara chan,150,leave.leave_guidelines
2609,increase credit card limit,150,leave.leave_guidelines
2610,hi oabot want create meeting using cisco weber required enter password reset password,150,leave.leave_guidelines
2611,share work,150,leave.leave_guidelines
2612,get visit apps laptop,150,leave.leave_guidelines
2613,reward tier work,150,leave.leave_guidelines
2614,manager,150,leave.leave_guidelines
2615,find policy,150,leave.leave_guidelines
2616,corporate credit card,150,leave.leave_guidelines
2617,ada boarding,150,leave.leave_guidelines
2618,team app working laptop,150,leave.leave_guidelines
2619,submission staff renovation loan,150,leave.leave_guidelines
2620,submission staff reno form,150,leave.leave_guidelines
2621,training,150,leave.leave_guidelines
2622,mandatory training,150,leave.leave_guidelines
2623,calculate pro rate leave,150,leave.leave_guidelines
2624,asked hotline,150,leave.leave_guidelines
2625,view memo via glow,150,leave.leave_guidelines
2626,denied policy,150,leave.leave_guidelines
2627,setup sgtapnprint,150,leave.leave_guidelines
2628,db lettered company stamp,150,leave.leave_guidelines
2629,helpless number,150,leave.leave_guidelines
2630,resignation early release,150,leave.leave_guidelines
2631,ir8a form,150,leave.leave_guidelines
2632,refer job,150,leave.leave_guidelines
2633,career,150,leave.leave_guidelines
2634,dbslearning hub,150,leave.leave_guidelines
2635,tax filing resignation,150,leave.leave_guidelines
2636,know feb getting early pay due any 2021 2502,150,leave.leave_guidelines
2637,covid possible exposure,150,leave.leave_guidelines
2638,share india possible,150,leave.leave_guidelines
2639,leave birthday,150,leave.leave_guidelines
2640,helpless number,150,leave.leave_guidelines
2641,system slow,150,leave.leave_guidelines
2642,previous compensation letter,150,leave.leave_guidelines
2643,claim telephone internet bill,150,leave.leave_guidelines
2644,share website,150,leave.leave_guidelines
2645,cash leaf,150,leave.leave_guidelines
2646,remote management ipad,150,leave.leave_guidelines
2647,access ipad,150,leave.leave_guidelines
2648,doom value map,150,leave.leave_guidelines
2649,application credit card tag existing credit card employee status,150,leave.leave_guidelines
2650,claim overtime adp,150,leave.leave_guidelines
2651,tag credit card employee status,150,leave.leave_guidelines
2652,analyst,150,leave.leave_guidelines
2653,reduce share monthly contribution,150,leave.leave_guidelines
2654,reduce contribution share,150,leave.leave_guidelines
2655,want pay slip,150,leave.leave_guidelines
2656,need book db academy,150,leave.leave_guidelines
2657,ask hr download report,150,leave.leave_guidelines
2658,mandatory course,150,leave.leave_guidelines
2659,apply db mobility suite,150,leave.leave_guidelines
2660,recover data corrupted disk,150,leave.leave_guidelines
2661,recover data,150,leave.leave_guidelines
2662,share,150,leave.leave_guidelines
2663,wan go holiday,150,leave.leave_guidelines
2664,variable bonus year 2020,150,leave.leave_guidelines
2665,bonus,150,leave.leave_guidelines
2666,handle share enrollment separation,150,leave.leave_guidelines
2667,onetap signed,150,leave.leave_guidelines
2668,name card sample,150,leave.leave_guidelines
2669,wrongly report phishing,150,leave.leave_guidelines
2670,mc submission,150,leave.leave_guidelines
2671,resource centre,150,leave.leave_guidelines
2672,doa mean,150,leave.leave_guidelines
2673,db stock price,150,leave.leave_guidelines
2674,leave balance carry forward,150,leave.leave_guidelines
2675,find contract,150,leave.leave_guidelines
2676,leave count,150,leave.leave_guidelines
2677,please advise,150,leave.leave_guidelines
2678,procedure referring friend db job,150,leave.leave_guidelines
2679,insurance claim,150,leave.leave_guidelines
2680,leave enchashment,150,leave.leave_guidelines
2681,need install apps new device,150,leave.leave_guidelines
2682,need find pay information,150,leave.leave_guidelines
2683,full final settlement,150,leave.leave_guidelines
2684,db vehicle lease,150,leave.leave_guidelines
2685,attending external course,150,leave.leave_guidelines
2686,must take mc one day sick leave,150,leave.leave_guidelines
2687,claim overtime,150,leave.leave_guidelines
2688,finance staff home loan,150,leave.leave_guidelines
2689,coupon,150,leave.leave_guidelines
2690,career hub,150,leave.leave_guidelines
2691,buddy,150,leave.leave_guidelines
2692,new hire,150,leave.leave_guidelines
2693,gift policy among employee,150,leave.leave_guidelines
2694,staff loan policy,150,leave.leave_guidelines
2695,access nursing room,150,leave.leave_guidelines
2696,balanced distribution earnings,150,leave.leave_guidelines
2697,maximum capacity academy room,150,leave.leave_guidelines
2698,contact number ask hr,150,leave.leave_guidelines
2699,hi two laptop decor pls advise,150,leave.leave_guidelines
2700,check staff car loan status,150,leave.leave_guidelines
2701,block leave requirement,150,leave.leave_guidelines
2702,helpless number,150,leave.leave_guidelines
2703,rank db,150,leave.leave_guidelines
2704,employee share,150,leave.leave_guidelines
2705,change display name 1bank id,150,leave.leave_guidelines
2706,would like remove access group system access,150,leave.leave_guidelines
2707,applied thanks help,150,leave.leave_guidelines
2708,car park dah,150,leave.leave_guidelines
2709,many day compassionate leave,150,leave.leave_guidelines
2710,request ict deterrent,150,leave.leave_guidelines
2711,phone transfer,150,leave.leave_guidelines
2712,application inventory,150,leave.leave_guidelines
2713,application inventory,150,leave.leave_guidelines
2714,email address give bank loan,150,leave.leave_guidelines
2715,salary slip,150,leave.leave_guidelines
2716,team connected internet,150,leave.leave_guidelines
2717,please update priority,150,leave.leave_guidelines
2718,staff pas access,150,leave.leave_guidelines
2719,manager approval attend training,150,leave.leave_guidelines
2720,income tax calculation,150,leave.leave_guidelines
2721,rating,150,leave.leave_guidelines
2722,deterrent,150,leave.leave_guidelines
2723,,150,leave.leave_guidelines
2724,opt waiver credit card charge,150,leave.leave_guidelines
2725,scan document db laptop working home,150,leave.leave_guidelines
2726,form opt waiver credit card charge db credit card,150,leave.leave_guidelines
2727,referral letter,150,leave.leave_guidelines
2728,recommendation letter,150,leave.leave_guidelines
2729,access year end comp review,150,leave.leave_guidelines
2730,bos,150,leave.leave_guidelines
2731,step server returned invalid response,150,leave.leave_guidelines
2732,hi laptop working properly get new one,150,leave.leave_guidelines
2733,creativevirtual access right,150,leave.leave_guidelines
2734,db live fresh card,150,leave.leave_guidelines
2735,endash annual leave formula,150,leave.leave_guidelines
2736,endash annual leave calculation,150,leave.leave_guidelines
2737,resignation annual leave arrangement,150,leave.leave_guidelines
2738,mothercare room,150,leave.leave_guidelines
2739,tax,150,leave.leave_guidelines
2740,housing loan staff,150,leave.leave_guidelines
2741,date birth,150,leave.leave_guidelines
2742,designation chart db,150,leave.leave_guidelines
2743,change plan ordo,150,leave.leave_guidelines
2744,pd yer,150,leave.leave_guidelines
2745,resubmit rejected investment proof,150,leave.leave_guidelines
2746,early release any eve,150,leave.leave_guidelines
2747,employee activity claim,150,leave.leave_guidelines
2748,employee event claim,150,leave.leave_guidelines
2749,resubmit investment declaration proof,150,leave.leave_guidelines
2750,withdraw share,150,leave.leave_guidelines
2751,didnt tell problem,150,leave.leave_guidelines
2752,give team access photo,150,leave.leave_guidelines
2753,give team access photo album phone,150,leave.leave_guidelines
2754,transfer phone,150,leave.leave_guidelines
2755,hr circular 2021,150,leave.leave_guidelines
2756,public holiday 2021,150,leave.leave_guidelines
2757,bonus employee serving notice period,150,leave.leave_guidelines
2758,yearly bonus,150,leave.leave_guidelines
2759,traditional chinese medicine claim,150,leave.leave_guidelines
2760,apple block leave,150,leave.leave_guidelines
2761,apple leave 22 jan 2021,150,leave.leave_guidelines
2762,join cyberbot challenge,150,leave.leave_guidelines
2763,ignore,150,leave.leave_guidelines
2764,set performance goal,150,leave.leave_guidelines
2765,cannot access ela,150,leave.leave_guidelines
2766,appointment order,150,leave.leave_guidelines
2767,view contract,150,leave.leave_guidelines
2768,establish relationship,150,leave.leave_guidelines
2769,need talk someone,150,leave.leave_guidelines
2770,im unable log si i2r,150,leave.leave_guidelines
2771,leave day parent kid 8 year old,150,leave.leave_guidelines
2772,db access management,150,leave.leave_guidelines
2773,salary advance,150,leave.leave_guidelines
2774,ffdab,150,leave.leave_guidelines
2775,payoff,150,leave.leave_guidelines
2776,apply staff credit card,150,leave.leave_guidelines
2777,encashing carried forward leaf,150,leave.leave_guidelines
2778,issue investment submission,150,leave.leave_guidelines
2779,investment proof submission,150,leave.leave_guidelines
2780,apply share point,150,leave.leave_guidelines
2781,sec 24,150,leave.leave_guidelines
2782,connect apple watch health,150,leave.leave_guidelines
2783,638 pm eleven xi song wang review teammate leave calendar,150,leave.leave_guidelines
2784,v,150,leave.leave_guidelines
2785,variable pay,150,leave.leave_guidelines
2786,canyon tree,150,leave.leave_guidelines
2787,weekday instruction,150,leave.leave_guidelines
2788,staff pas resigned,150,leave.leave_guidelines
2789,building pas,150,leave.leave_guidelines
2790,academy room,150,leave.leave_guidelines
2791,privilege,150,leave.leave_guidelines
2792,digit badge,150,leave.leave_guidelines
2793,change reporting manager,150,leave.leave_guidelines
2794,new joined onboard,150,leave.leave_guidelines
2795,view contract,150,leave.leave_guidelines
2796,create chariot,150,leave.leave_guidelines
2797,target,150,leave.leave_guidelines
2798,performance review rating,150,leave.leave_guidelines
2799,job ranking,150,leave.leave_guidelines
2800,credit card application,150,leave.leave_guidelines
2801,corporate card cancellation,150,leave.leave_guidelines
2802,credit card limit review,150,leave.leave_guidelines
2803,db share esp,150,leave.leave_guidelines
2804,corporate title,150,leave.leave_guidelines
2805,db corporate rank,150,leave.leave_guidelines
2806,check dbd offer letter,150,leave.leave_guidelines
2807,tech bar,150,leave.leave_guidelines
2808,chinese new year shuttle bus 2021,150,leave.leave_guidelines
2809,investment proof submission,150,leave.leave_guidelines
2810,im able update radar number pfo portal,150,leave.leave_guidelines
2811,mc mc,150,leave.leave_guidelines
2812,im new joined staff pas yet activated,150,leave.leave_guidelines
2813,endash leave,150,leave.leave_guidelines
2814,any note,150,leave.leave_guidelines
2815,apply leave family day,150,leave.leave_guidelines
2816,application repository,150,leave.leave_guidelines
2817,need compensation letter,150,leave.leave_guidelines
2818,pf statement,150,leave.leave_guidelines
2819,link mobility policy,150,leave.leave_guidelines
2820,laptop broke,150,leave.leave_guidelines
